 p1 p2 rg se z p h2_obs h2_obs_se h2_int h2_int_se gcov_int gcov_int_se
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par28.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par29.sumstats.gz NA NA NA NA -380.6 343.1 4008 372.7 82.18 12.5
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par30.sumstats.gz 1.053 0.2668 3.948 7.895e-05 1962 488.1 6401 355.3 98.85 9.896
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par31.sumstats.gz 1.391 0.466 2.985 0.002836 2288 1886 2.057e+04 1472 174 16.86
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par32.sumstats.gz NA NA NA NA -130 157.1 696.8 157 32.66 8.136
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par33.sumstats.gz 1.549 0.5785 2.679 0.007395 45.53 47.22 707.1 37.66 30.8 3.92
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par34.sumstats.gz NA NA NA NA -590.6 537.1 1073 554.2 40.13 15.17
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par35.sumstats.gz NA NA NA NA -79.95 113.6 474.4 115.3 26.99 7
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par36.sumstats.gz 1.013 0.168 6.028 1.664e-09 226.2 121.9 1179 107.5 42.11 7.011
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par37.sumstats.gz NA NA NA NA -182.2 302.9 1343 305.2 46.92 11.43
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par38.sumstats.gz 1.178 0.4 2.946 0.003223 144.3 105.9 2007 64.92 52.96 4.259
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par39.sumstats.gz 1.306 0.3827 3.411 0.0006465 108.2 62.69 1123 43.48 38.35 3.352
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par40.sumstats.gz 1.293 0.2977 4.341 1.415e-05 1361 444 5187 323.4 81.79 8.504
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par41.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par42.sumstats.gz 1.271 0.3365 3.778 0.0001583 1404 347.1 3600 243.5 67.01 7.575
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par43.sumstats.gz 1.794 0.6843 2.621 0.008755 709 565.6 7336 488.1 96.22 9.542
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par44.sumstats.gz 1.357 0.3777 3.594 0.000326 1113 783.5 1.199e+04 708.1 127 11.68
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par45.sumstats.gz 1.089 0.2386 4.562 5.071e-06 3334 1288 1.129e+04 1011 120.2 12.28
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par46.sumstats.gz NA NA NA NA -36.53 391.1 3051 390.9 65.78 9.459
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par47.sumstats.gz NA NA NA NA -1.262e+04 1.19e+04 1.629e+04 1.21e+04 139.3 70.69
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par48.sumstats.gz NA NA NA NA -910.8 668.7 2335 680 62.86 16.83
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par49.sumstats.gz NA NA NA NA -203.9 116.6 724.7 117.9 34.67 7.065
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par50.sumstats.gz NA NA NA NA -892.9 716.2 2697 736.8 70.05 17.63
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par51.sumstats.gz NA NA NA NA -248.6 175.1 871.8 178.1 38.05 8.673
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par52.sumstats.gz NA NA NA NA -2866 2452 4345 2504 79.83 32.19
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par53.sumstats.gz NA NA NA NA -4721 4217 6338 4302 89.07 42.28
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par54.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par55.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par56.sumstats.gz NA NA NA NA -375.8 306 4325 314.4 84.38 9.574
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par57.sumstats.gz 1.205 0.3367 3.579 0.0003446 639.8 427.1 3397 227.3 70.07 7.604
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par58.sumstats.gz NA NA NA NA -157.4 217.4 1491 217.1 49.08 9.794
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par59.sumstats.gz NA NA NA NA -240.5 116.4 1962 149 54.59 5.845
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par60.sumstats.gz 0.9633 0.2786 3.458 0.0005437 804.7 206.8 1926 170.9 53.24 6.15
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par61.sumstats.gz 1.266 0.3067 4.127 3.67e-05 445.7 215.4 3074 131.4 67.22 6.32
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par62.sumstats.gz 1.571 0.78 2.014 0.04404 778.7 1119 8112 923.1 107.3 11.82
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par63.sumstats.gz 1.112 0.3569 3.117 0.001829 853.7 589.3 7175 410.1 102.5 9.072
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par64.sumstats.gz NA NA NA NA -153.3 111.8 479.1 115.5 26.88 6.918
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par65.sumstats.gz NA NA NA NA -8.226 36.48 357.3 31.85 22.74 3.549
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par66.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par67.sumstats.gz 1.362 0.5989 2.275 0.02293 22.4 23.43 347.4 17.7 21.15 2.177
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par68.sumstats.gz NA NA NA NA -5.491 78.03 424.6 76.31 24.5 5.746
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par69.sumstats.gz 1.089 0.223 4.883 1.043e-06 206.5 53.85 580.7 31.01 27.34 2.974
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par70.sumstats.gz NA NA NA NA -257.2 251.4 767.8 255.3 34.04 10.26
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par71.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par72.sumstats.gz 1.001 0.2887 3.467 0.0005259 104.1 65.64 933.4 38.07 35.95 3.09
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par73.sumstats.gz 1.194 0.4655 2.565 0.01032 56.6 50.05 780.2 33.43 32.03 2.588
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par74.sumstats.gz 1.218 0.3091 3.942 8.086e-05 107.9 34.1 470.3 24.06 23.24 2.321
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par75.sumstats.gz 1.19 0.317 3.753 0.0001746 55.94 32.33 384.9 20.74 21.77 2.055
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par76.sumstats.gz 1.892 0.8024 2.357 0.0184 258.9 265.4 2357 232.1 52.61 5.442
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par77.sumstats.gz 1.043 0.2008 5.195 2.047e-07 637.4 173.4 1858 105.3 49.26 4.929
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par78.sumstats.gz NA NA NA NA -17.33 96.08 1094 108.5 42.5 6.277
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par79.sumstats.gz 1.231 0.3546 3.472 0.0005158 348 602 3549 573.2 77.18 15.93
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par80.sumstats.gz 1.25 0.3352 3.728 0.0001931 373.2 123.8 885.9 79.53 29.86 3.145
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par81.sumstats.gz 1.343 0.3581 3.749 0.0001773 617.2 228.9 2207 177.4 52.58 6.273
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par82.sumstats.gz 1.644 0.8358 1.967 0.04922 156.6 188.5 2807 139.7 62.74 6.169
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par83.sumstats.gz 2.128 1.057 2.013 0.04407 246 282.6 3130 279.7 60.01 6.397
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par84.sumstats.gz 1.294 0.3931 3.291 0.0009975 424.8 289.7 5470 251.5 86.62 7.291
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par85.sumstats.gz 1.18 0.2867 4.117 3.839e-05 492.1 258.7 3042 212.7 62.38 6.239
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par86.sumstats.gz 1.109 0.2756 4.024 5.727e-05 3164 1135 8423 964.6 98.43 10.23
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par87.sumstats.gz 1.366 0.7045 1.94 0.05244 131 151.6 2224 118.4 55.35 5.16
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par88.sumstats.gz NA NA NA NA -210.2 150.5 1016 154.6 38.18 5.846
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par89.sumstats.gz NA NA NA NA -47.79 308.2 1801 316.2 46.6 5.866
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par90.sumstats.gz NA NA NA NA -4876 4652 6772 4723 90.8 44.19
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par91.sumstats.gz NA NA NA NA -8484 7833 1.002e+04 7977 105.6 57.52
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par92.sumstats.gz NA NA NA NA -474.9 384.8 1188 388.8 44.79 12.63
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par93.sumstats.gz NA NA NA NA -385 237.8 1076 242 41.38 9.725
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par94.sumstats.gz NA NA NA NA -108.3 60.92 415.1 61.74 26.22 5.167
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par95.sumstats.gz NA NA NA NA -32.14 27.84 395.8 22.61 23.6 3.113
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par96.sumstats.gz NA NA NA NA -520.2 395.3 1295 408.4 47.44 12.98
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par97.sumstats.gz NA NA NA NA -471.7 438.4 1404 445.2 49.16 13.72
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par98.sumstats.gz NA NA NA NA -144.3 107.1 591.6 107.4 31.59 6.719
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par99.sumstats.gz NA NA NA NA -60.9 30.02 373.8 27.95 22.64 3.447
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par100.sumstats.gz NA NA NA NA -2845 2616 3870 2664 70.76 33.16
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par101.sumstats.gz NA NA NA NA -361.4 278.6 755.9 284 35.32 10.81
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par102.sumstats.gz NA NA NA NA -2720 2439 3583 2488 67.61 32.16
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par103.sumstats.gz NA NA NA NA -1001 853.7 1782 870.1 50.75 18.96
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par104.sumstats.gz NA NA NA NA -13.38 227.6 1351 226.7 47.31 10.13
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par105.sumstats.gz 1.611 0.67 2.404 0.0162 92.75 92.93 1301 62.4 42.92 4.442
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par106.sumstats.gz NA NA NA NA -166.2 156.6 1491 150.9 49.58 8.271
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par107.sumstats.gz 1.054 0.2589 4.071 4.675e-05 186.6 102.5 1114 69.29 40.58 4.911
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par108.sumstats.gz NA NA NA NA -294.5 117.6 1771 107.8 53.66 5.982
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par109.sumstats.gz NA NA NA NA -156.3 163 2202 188.4 57.01 6.303
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par110.sumstats.gz 1.207 0.4315 2.798 0.005145 228.3 208.2 1718 109.7 50.32 5.298
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par111.sumstats.gz 1.636 1.997 0.8195 0.4125 94.41 143 1409 100.9 44.89 5.052
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par112.sumstats.gz NA NA NA NA -117.8 99.67 1172 100.4 39.88 4.318
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par113.sumstats.gz NA NA NA NA -99.31 147.6 755.1 151.6 33.97 8.107
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par114.sumstats.gz NA NA NA NA -74.5 41.27 712.9 41.9 32.55 3.757
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par115.sumstats.gz NA NA NA NA -104.5 85.52 1096 114.5 39.47 4.32
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par116.sumstats.gz 0.9705 0.2703 3.59 0.0003306 407.1 134.2 1180 108.3 41.34 4.797
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par117.sumstats.gz 1.152 0.3054 3.773 0.0001613 569.7 147.7 1446 119.1 42.38 4.572
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par118.sumstats.gz NA NA NA NA NA NA NA NA NA NA
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par119.sumstats.gz 1.111 0.2354 4.719 2.371e-06 448.8 171.3 1943 105.2 52.96 5.389
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par120.sumstats.gz NA NA NA NA -228.9 805.5 3461 748.1 63.47 8.172
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par121.sumstats.gz 1.168 0.3465 3.37 0.0007527 690.7 537.6 3642 405.2 72.08 8.044
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par122.sumstats.gz 1.176 0.3427 3.431 0.0006012 663.4 380.7 3691 282.1 69.95 6.668
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par123.sumstats.gz 1.263 0.4953 2.55 0.01077 116.9 107.8 1662 73.8 48.96 4.309
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par124.sumstats.gz 1.04 0.3114 3.34 0.0008383 34.71 25.09 314.1 15.77 19.88 1.746
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par125.sumstats.gz 1.169 0.2516 4.644 3.414e-06 121.9 33.11 271.6 17.48 18.01 2.295
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par126.sumstats.gz NA NA NA NA -68.6 66.24 457.4 65.38 26.97 5.267
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par127.sumstats.gz 1.701 0.893 1.904 0.05685 23.85 29.84 330.6 21.84 19.87 2.017
../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par01.sumstats.gz ../results/ldsc/brain_shape/munged/par128.sumstats.gz NA NA NA NA -4.799 26.95 358.6 17.12 21.34 1.807
